title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
Doubutsu Sentai Zyuohger,2016–2017,TV-14,25 min,"Action, Adventure, Comedy",N/A,N/A,"Masaki Nakao, Miki Yanagi, Shohei Nanba","Zyuland, a world parallel to ours, is attacked by aliens, the Deathgalian. Four of its inhabitants (called Zyuman), Sera, Leo, Tusk and Amu call a young man from our world for help, Yamato. After taking human form, all five form the Doubutsu Sentai Zyuohger.",Japanese,Japan,N/A,7.7,177,tt5070040,N/A
IMDb Asks,2015,N/A,1 min,Talk-Show,N/A,N/A,"Keith Simanton, Shailene Woodley, Paul Rudd",IMDb Asks gets the answers to the burning questions fans have for Hollywood's best and brightest.,English,United States,N/A,6.9,170,tt5070048,N/A
I'll Find You,2019,Unrated,116 min,"Drama, Music, Romance",Martha Coolidge,"David S. Ward, Bozenna 'Bo' Intrator, Zbigniew John Raczynski","Adelaide Clemens, Leo Suter, Stephen Dorff","Inspired by stories of Polish musicians from the '30-40s, the film's an uncommon love story; romantic, but with the love of music which draws the characters together. A young couple - Robert, a Catholic opera singer, and Rachel, a Jewish violinist, dream of one day performing together at Carnegie Hall. When they're torn apart by the German invasion of Poland, Robert vows to find Rachel, no matter what. His search takes him on a journey through the heart of Nazi Germany, to a reckoning - that Rachel may be lost to him forever.",English,"United States, Poland",2 wins total,6.6,"1,532",tt5070062,N/A
El candidato,2016,N/A,80 min,Comedy,Daniel Hendler,"Daniel Hendler, Alberto Rojas Apel","Diego De Paula, Ana Katz, Matías Singer","""The Candidate"" delivers a behind-the-scenes tale of a campaign being run in an effort to get nondescript millionaire Martin Marchand (Diego de Paula) elected to office. A team of advisers is brought in to manufacture the image of Marchand, producing social media profiles, commercials and a new public persona. Conflict arises when it is revealed that not everyone is who they present themselves to be. At his country estate, a rich businessman who wants to be president is groomed by a campaign team to create an image palatable to middle-class voters.",Spanish,"Uruguay, Argentina",2 wins & 4 nominations,5.6,378,tt5070076,N/A
Rara,2016,Not Rated,88 min,Drama,Pepa San Martín,"Marta Loza Alonso, Pepa San Martín, Alicia Scherson","Julia Lübbert, Emilia Ossandon, Mariana Loyola","Since their parents split up, Sara and her younger sister live with their mother, whose new partner is a woman. Everyday life for the four of them is very similar to that of other families. But not everyone sees it that way.",Spanish,"Chile, Argentina",15 wins & 11 nominations,6.6,749,tt5070130,N/A
That's Neff'ed Up,2015,TV-14,43 min,Reality-TV,N/A,N/A,"Heather Bilyeu Altman, Josh Altman, Josh Flagg","Josh Flagg gets creative in marketing an exceptional $20 million dollar listing in Trousdale Estates in Beverly Hills. James and David finally gain access back into the Beachwood party pad, but not before hitting another speed bum...",N/A,N/A,N/A,N/A,6,tt5070146,N/A
Best on the Block,2015,TV-14,43 min,Reality-TV,N/A,N/A,"Heather Bilyeu Altman, Josh Altman, Josh Flagg","The Brits list a zen party pad, but their wild Burning Man-style brokers' open challenges David's sobriety. Josh Altman faces off against an intimidating client as he tries to close a deal on the exclusive Mulholland Drive. Josh F...",N/A,N/A,N/A,N/A,5,tt5070148,N/A
"Knock Knock, Who's There?",2015,TV-14,43 min,Reality-TV,N/A,N/A,"Heather Bilyeu Altman, Josh Altman, Josh Flagg","James and David are up for a luxury listing with a demanding client, but James' family commitments get in the way. Josh Altman gets clever in an effort to increase the value of an overpriced estate in Los Feliz. And when the Brits...",N/A,N/A,N/A,N/A,7,tt5070156,N/A
Mardi Gras,2015,TV-14,43 min,Reality-TV,N/A,N/A,Gavin Istre,"It's the week of Mardi Gras and it's the busiest time of year for our first responders. Working the parade route comes with its own challenges and unique cases. Keeley treats a man who impaled his hand on a fence. While Titus and Dan have to navigate through a flood of people to treat a man stabbed in the face. But most drama happens off the parade route. Titus and Dan race to save an 18-year old shot in the head through and through. Randy &amp; his partner Devin, search for suspects in an armed robbery, which leads to a high-speed chase.",N/A,N/A,N/A,N/A,16,tt5070178,N/A
Debbie Macomber's Dashing Through the Snow,2015,Not Rated,83 min,"Comedy, Family, Romance",Kristoffer Tabori,"Debbie Macomber, Maria Nation","Meghan Ory, Andrew W. Walker, Aaron Craven","Stranded at an airport at Christmastime, Ashley Harrison accepts a ride from Dash Sutherland, who has just rented the last car in town. As the pair heads north, their adventures include car trouble, adopting a puppy and being secretly tailed by federal agents, who believe Ashley is up to no good. With a hint of romance gradually filling the air will these two fall in love or will their journey bring about an unexpected road bump to romance?","English, Romanian, American Sign ",Canada,N/A,6.5,"2,842",tt5070196,N/A
Father Daughter Seductions Part 2: Mommie Quest,2015,N/A,129 min,Adult,J.W. Ties,J.W. Ties,"Camille Black, Dava Foxx, Tara Ryze, J.W. Ties",N/A,English,USA,N/A,N/A,N/A,tt5070198,N/A
All That Glitters Is Gold,2016,TV-MA,23 min,"Comedy, Music",Michael Blieden,"Denis Leary, Bob Fisher","Denis Leary, John Corbett, Elizabeth Gillies","After an old friend dies suddenly, the band must question where they are at as well as where they are going.",N/A,N/A,N/A,N/A,164,tt5070210,N/A
Commando Cuda vs. Magnum Force,2015,TV-14,43 min,Reality-TV,D.L. Watson,D.L. Watson,"Mark Worman, Royal Yoakum, Dave Rea, Allysa Rose",Mark and Royal are back with a brand new shop and two old team members. The ghouls struggle to install the 383 in the 1970 Cuda and Mark checks in on the legendary Phantom Cuda at AMD.,N/A,N/A,N/A,N/A,N/A,tt5070216,N/A
A Much Darker Place,2016,N/A,60 min,"Action, Drama, Sport",N/A,Christopher DeJoseph,"Angelico, Argenis, Mark Behar, Justin Borden",N/A,N/A,N/A,N/A,9.2,22,tt5070218,N/A
Fear of Failure,2016,TV-14,43 min,"Comedy, Game-Show",Andy Devonshire,Alex Horne,"Greg Davies, Alex Horne, Ben Bailey Smith","A new feckless five, fastidious Jon Richardson, ice-queen Katherine Ryan, dilapidated Joe Wilkinson, multi-talented Doc Brown and the unflappable Richard Osman, compete in the second series.",English,United Kingdom,N/A,8.3,267,tt5070228,N/A
Pea in a Haystack,2016,TV-14,45 min,"Comedy, Game-Show",Andy Devonshire,Alex Horne,"Greg Davies, Alex Horne, Rob Beckett","The show returns with another group of hapless comedians given some fiendishly tricky tasks. In this opening episode these include vegetable propulsion, Scoopy the out-of-season snowman and some hot swede on Swede action.",English,United Kingdom,N/A,8.1,281,tt5070230,N/A
Transfert,2018,N/A,97 min,"Drama, Thriller",Massimiliano Russo,Massimiliano Russo,"Alberto Mica, Massimiliano Russo, Paola Roccuzzo","Transfert"" is a psychological thriller that uses psychotherapy as a means for the evolution and development of the plot. It is a game of mirrors that, through unexpected twists, offers to the audience a fascinating intellectual challenge.",Italian,Italy,22 wins & 10 nominations,5.7,789,tt5070240,N/A
Leather and Lace,2015,N/A,88 min,"Crime, Drama, Mystery",Mike Smith,"Timothy Balme, Nick Ward","Neill Rea, Fern Sutherland, Pana Hema Taylor","The coach of the rugby team is found dead, strapped to a goal post.",English,New Zealand,N/A,N/A,317,tt5070254,N/A
Best of Richard,2015,N/A,60 min,"Comedy, Talk-Show",N/A,N/A,"Jeremy Clarkson, James May, Richard Hammond, The Stig",N/A,N/A,N/A,N/A,N/A,N/A,tt5070258,N/A
Batman & Jesus,2017,N/A,103 min,"Documentary, Comedy",Jozef K. Richards,Jozef K. Richards,"Paul Provenza, Jozef K. Richards, Matt Henry","Batman &amp; Jesus is a documentary film investigating the historicity of a Jesus of Nazareth. By tracing the origins of Jewish and Christian mythology and using the contemporary example of Batman, among other pop culture heroes, the film will illustrate the evolution of mythology over time, as well as demonstrate how canonizing the gospels of the Bible would have been comparable to trying to canonize the Batman series today.",English,United States,N/A,6.3,60,tt5070262,N/A
To Die or Not to Die,2015,N/A,88 min,"Crime, Drama, Mystery",Murray Keane,Timothy Balme,"Neill Rea, Fern Sutherland, Pana Hema Taylor","A cast member in The Brokenwood Theatre Society's production of Hamlet collapses and dies after a performance. But the smell of poison leads Shepherd to believe that he has not ""shuffled off this mortal coil"" without help.",English,New Zealand,N/A,7.6,309,tt5070264,N/A
More Best of Richard,2015,N/A,60 min,"Comedy, Talk-Show",N/A,N/A,"Jeremy Clarkson, James May, Richard Hammond, The Stig",N/A,N/A,N/A,N/A,N/A,N/A,tt5070274,N/A
Harimaron! Its First Errand!!,2015,TV-Y7,21 min,"Animation, Action, Adventure","Tetsuo Yajima, Kunihiko Yuyama","Akemi Omode, Satoshi Tajiri, Junichi Masuda","Rica Matsumoto, Sarah Natochenny, Haven Burton Paschall","Our heroes have stopped at a busy Pokémon Center to get out of the rain when the power goes out! Clemont soon discovers that a leak in the roof has caused a short circuit, and recruits Luxray, Pikachu, and Dedenne to serve as a te...",Japanese,Japan,N/A,N/A,59,tt5070288,N/A
Insane in the Membrane,2015,TV-14,41 min,"Action, Crime, Drama",Leslie Libman,"Gary Glasberg, David Appelbaum","Scott Bakula, Lucas Black, Zoe McLellan",The team joins the city's annual Red Dress Run but must bow out when a Petty Officer is found dead from a drug overdose.,English,United States,N/A,N/A,287,tt5070302,N/A
Half Minute Horror,2014–,N/A,N/A,Horror,N/A,N/A,"Tashina Southard, Lily Matland Holly, Duell Aldridge","Born out of collaboration between Keith Sims and Tashina Southard, Half Minute Horror began as a way to be continually producing work. Embracing moments of terror and challenging writers, directors, and editors with storytelling under extreme time constraints. Everyone has a fear; everyone has a scary story...",English,United States,N/A,N/A,9,tt5070398,N/A
Houston Finals,2015,TV-PG,85 min,"Action, Adventure, Game-Show",Patrick McManus,Ushio Higuchi,"Akbar Gbajabiamila, Matt Iseman","""American Ninja Warrior"" travels back to Houston, Texas where the top 30 competitors from the Houston Qualifier tackle the Houston Finals course. In addition to the obstacles from the Houston Qualifier, contestants will face the S...",English,N/A,N/A,N/A,13,tt5070424,N/A
"Good Morning, Prison!",2015,TV-MA,24 min,"Animation, Comedy",Tsutomu Mizushima,"Akira Hiramoto, Michiko Yokote","Hiroshi Kamiya, Katsuyuki Konishi, Ken'ichi Suzumura","Hana continues pressing Kiyoshi in order to exact her revenge, but Kiyoshi employs an adaptation of a classical military strategy to counter her. Once all the boys are locked into their cells for the night, will they be able to co...",N/A,N/A,N/A,N/A,253,tt5070432,N/A
Klondike Trappers,2015–,TV-PG,60 min,Reality-TV,N/A,N/A,"Logan Donovan, Guy Couture, Cor Guimond","Klondike Trappers follows a group of brave souls who are pursuing an ancient and dangerous way of life in the frozen wilderness that borders Alaska and Yukon. For these men, women and their families, winter trapping is not only a deep passion - it's their job. And they risk their lives to do it. In temperatures that reach 40 below - where skin freezes, snowmobiles break down, daylight fades fast, thin ice looms and predators are a constant threat - one wrong move can cost you everything. Centuries ago, trapping and fur trading played a vital role in the expansion of North America's western frontier and today, these fearless men and women are trying to uphold that legacy, living on the land - and off the grid. At peace in the great outdoors, they trap during the legally sanctioned season which, in Alaska and Yukon, runs just four to five months in the dead of winter. Deep in the bush, the pressure is on to get iron in the ground, catch fur and navigate the inhospitable terrain on the trap line -- from deadly half-frozen rivers to brutal wind storms, from overcoming injury to avoiding a wolf pack. Miles from the nearest town, help is never close by. But these die-hards are undeterred. They've spent their lifetime mastering the skills needed to survive and carve out a living in one of the most hostile places on earth. And they will protect their way of life at any cost. These are the Klondike Trappers.",English,Canada,1 nomination,5.4,59,tt5070482,N/A
Gigi Does It,2015,N/A,N/A,Comedy,N/A,N/A,"David Krumholtz, Ricky Mabe, Lesley Ann Warren","Gigi, 79, who just lost her beloved husband Harold, gains a new lease on life with the help of an unexpected inheritance - and her new young male sidekick.",English,United States,1 win,6.2,238,tt5070488,N/A
Miss Louise,2015,N/A,N/A,Drama,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt5070490,N/A
Active Duty,2015,TV-14,42 min,"Game-Show, Reality-TV",Paul Starkman,N/A,"Chris Blinston, Miami Burgess, Erik Campbell","With a spot in the top four on the line, loyalties are put to the test. Artists feel the pressure when they must tattoo portraits on active military and their loved ones before separating for deployment.",N/A,N/A,N/A,N/A,27,tt5070676,N/A
